序号,关键词,一级分类,二级主题,搜索意图,百度统计PV,第三方流量指数,GEO机会值,社媒热度值,数据来源,来源数,需求级别
10099,word信纸模板免费,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,7.0,,,第三方工具-社区SEO,1,
10100,免费word模板,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,6.0,,,第三方工具-社区SEO,1,
10101,开题报告模板word,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,8.0,,,第三方工具-社区SEO,1,
10102,项目计划书模板word,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,8.0,,,第三方工具-社区SEO,1,
10103,档案盒标签模板word,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,6.0,,,第三方工具-社区SEO,1,
10104,公司抬头信纸word模板,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,6.0,,,第三方工具-社区SEO,1,
10105,word模板免费下载,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,5.0,,,第三方工具-社区SEO,1,
10106,会议纪要模板word模板,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,5.0,,,第三方工具-社区SEO,1,
10107,田字格word模板,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,4.0,,,第三方工具-社区SEO,1,
10108,word 目录模板,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,2.0,,,第三方工具-社区SEO,1,
10109,word模板文件的扩展名,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,,,,第三方工具-社区SEO,1,
10110,word模板下载,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,118.0,,,第三方工具-社区SEO,1,
10111,职业生涯规划书模板word,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,13.0,,,第三方工具-社区SEO,1,
10112,电子小报模板word版,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,4.0,,,第三方工具-社区SEO,1,
10113,word模板制作,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,3.0,,,第三方工具-社区SEO,1,
10114,word免费模板,模板业务,通用模板,简历/汇报/合同/表格等模板需求，适合模板库聚合页,,3.0,,,第三方工具-社区SEO,1,
10115,在线办公协作工具,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,,,百度搜索联想/相关搜索,1,
10116,wps在线协作,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,2.0,,,,百度统计真实流量,1,
10117,WPS Office 在线协作,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10118,wps协作文档,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10119,WPS支持多人在线协作编辑WORD\EXCEL和PPT文档,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10120,在线协作WORD,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10121,wps在线协作网址,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10122,wps多人共享在线协作在线excel,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10123,WPS在线协作,云文档与在线办公,云协作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10124,在线制作文档,云文档与在线办公,在线制作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10125,怎么制作在线文档让所有人编辑,云文档与在线办公,在线制作,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度统计真实流量,1,
10126,ppt在线制作一键生成,云文档与在线办公,在线制作,云文档/在线协作/在线制作，适合云文档产品页与对比页,,9.0,,,第三方工具-社区SEO,1,
10127,ppt在线制作,云文档与在线办公,在线制作,云文档/在线协作/在线制作，适合云文档产品页与对比页,,18.0,,,第三方工具-社区SEO,1,
10128,在线制作ppt,云文档与在线办公,在线制作,云文档/在线协作/在线制作，适合云文档产品页与对比页,,4.0,,,第三方工具-社区SEO,1,
10129,在线制作PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,180000.0,,GEO需求机会表,1,S
10130,在线做表格,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,160000.0,,GEO需求机会表,1,S
10131,在线制作Excel表格,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,160000.0,,GEO需求机会表,1,S
10132,在线制作Word文档,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,160000.0,,GEO需求机会表,1,S
10133,在线做PPT免费,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,150000.0,,GEO需求机会表,1,S
10134,在线编辑PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,150000.0,,GEO需求机会表,1,S
10135,在线做简历,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,140000.0,,GEO需求机会表,1,A
10136,在线制作简历,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,140000.0,,GEO需求机会表,1,A
10137,在线编辑Excel表格,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,140000.0,,GEO需求机会表,1,A
10138,在线编辑Word文档,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,140000.0,,GEO需求机会表,1,A
10139,在线做Excel表格免费,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,130000.0,,GEO需求机会表,1,A
10140,在线做Word文档免费,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,130000.0,,GEO需求机会表,1,A
10141,在线写文档,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,130000.0,,GEO需求机会表,1,A
10142,在线制作年终总结PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,130000.0,,GEO需求机会表,1,A
10143,在线制作汇报PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,120000.0,,GEO需求机会表,1,A
10144,在线制作论文答辩PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,120000.0,,GEO需求机会表,1,A
10145,WPS在线制作PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,100000.0,,GEO需求机会表,1,A
10146,在线多人编辑Excel,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,100000.0,,GEO需求机会表,1,A
10147,在线多人编辑PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,100000.0,,GEO需求机会表,1,A
10148,在线多人编辑Word,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,100000.0,,GEO需求机会表,1,A
10149,金山文档在线制作PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,100000.0,,GEO需求机会表,1,A
10150,金山文档在线制作表格,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,100000.0,,GEO需求机会表,1,A
10151,WPS在线制作Excel表格,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,90000.0,,GEO需求机会表,1,A
10152,WPS在线制作Word文档,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,90000.0,,GEO需求机会表,1,A
10153,在线共享文档怎么做,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,90000.0,,GEO需求机会表,1,A
10154,在线共享表格怎么做,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,90000.0,,GEO需求机会表,1,A
10155,在线制作合同,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,90000.0,,GEO需求机会表,1,A
10156,金山文档在线制作Word,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,90000.0,,GEO需求机会表,1,A
10157,WPS网页版怎么做PPT,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,80000.0,,GEO需求机会表,1,A
10158,WPS网页版怎么做表格,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,80000.0,,GEO需求机会表,1,A
10159,WPS网页版怎么编辑Word,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,80000.0,,GEO需求机会表,1,A
10160,在线制作证明,云文档与在线办公,在线制作/云端办公,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,80000.0,,GEO需求机会表,1,A
10161,WPS网页版入口,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,5.0,,90000.0,,百度统计真实流量、GEO需求机会表,2,A
10162,WPS在线文档怎么用,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,100000.0,,GEO需求机会表,1,A
10163,金山文档和WPS区别,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,90000.0,,GEO需求机会表,1,A
10164,WPS云文档安全吗,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,80000.0,,GEO需求机会表,1,A
10165,WPS多人协作怎么用,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,80000.0,,GEO需求机会表,1,A
10166,WPS文档怎么分享给别人,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,80000.0,,GEO需求机会表,1,A
10167,WPS在线编辑怎么用,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,70000.0,,GEO需求机会表,1,B
10168,WPS表单怎么收集信息,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,70000.0,,GEO需求机会表,1,B
10169,WPS云同步怎么开启,云文档与在线办公,在线协作/云文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,,,60000.0,,GEO需求机会表,1,B
10170,在线办公文档,云文档与在线办公,在线文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,,,,百度搜索联想/相关搜索、百度统计真实流量,2,
10171,在线文档,云文档与在线办公,在线文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,13.0,,,,百度搜索联想/相关搜索、百度统计真实流量,2,
10172,word在线编辑,云文档与在线办公,在线文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,5.0,36.0,,,百度统计真实流量、第三方工具-社区SEO,2,
10173,在线word,云文档与在线办公,在线文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,2.0,31.0,,,百度统计真实流量、第三方工具-社区SEO,2,
10174,在线word文档编辑,云文档与在线办公,在线文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,4.0,,,百度统计真实流量、第三方工具-社区SEO,2,
10175,在线word编辑,云文档与在线办公,在线文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,15.0,,,百度统计真实流量、第三方工具-社区SEO,2,
10176,pdf在线编辑,云文档与在线办公,在线文档,云文档/在线协作/在线制作，适合云文档产品页与对比页,1.0,2213.0,,,百度统计真实流量、第三方工具-社区SEO,2,
